city,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
Coalinga,15854,8898,6956,1244,1421,1005,1204,1702,2263,2354,2118,704,694,669,353,123,31.0,8741,5266,1077,215,339,16,396,46712.0,11566,7805,4713,1831,2012
Coarsegold,1481,754,727,76,11,48,125,50,182,85,263,88,155,171,216,11,52.6,51,1398,0,0,0,0,64,36696.0,1322,867,701,159,2012
Cobb,1918,947,971,141,77,242,54,96,230,155,295,168,263,174,15,8,39.9,181,1622,0,0,83,0,64,62379.0,1674,1328,548,244,2012
Coleville,586,358,228,140,0,52,0,34,240,69,29,0,14,8,0,0,27.2,245,341,0,0,0,0,0,39559.0,465,465,8,26,2012
Colfax,1943,879,1064,94,58,128,119,219,188,242,412,194,98,77,91,23,42.5,85,1821,2,3,9,0,46,58015.0,1591,1267,514,352,2012
Colma,1671,789,882,140,59,117,102,177,407,176,258,54,56,81,38,6,32.1,836,194,20,0,589,0,64,86184.0,1495,1071,511,176,2012
Colton,52425,26136,26289,4838,4804,4590,4527,5087,8620,6314,5981,2309,1758,2124,811,662,28.1,37819,6794,4840,306,2054,21,1154,41496.0,38474,23099,17888,13756,2012
Columbia,2223,1081,1142,133,80,97,255,131,151,214,229,254,177,299,130,73,47.6,250,1567,0,84,3,28,582,35349.0,2001,1480,1007,222,2012
Colusa,5937,3140,2797,539,485,390,415,368,920,647,823,195,355,431,287,82,34.0,3233,2472,49,23,90,8,124,53367.0,4827,3238,2296,1017,2012
Commerce,12836,6424,6412,893,1061,979,1368,946,1680,1751,1553,757,440,778,398,232,31.6,12225,271,83,19,192,12,68,51022.0,8860,5137,4418,3721,2012
Compton,96561,46517,50044,9818,9000,8979,9104,8391,13882,12481,10821,4197,3103,3728,2224,833,26.9,63263,1199,29535,170,305,394,3166,42335.0,71392,34792,41182,25044,2012
Concord,122683,61080,61603,8634,7563,7022,7294,7901,18989,18198,19146,7443,6278,7519,4776,1920,37.3,34743,63010,4481,307,14188,999,9233,65850.0,104046,85955,29927,17888,2012
Copperopolis,4174,2245,1929,324,354,309,204,288,531,443,452,287,384,369,222,7,36.4,263,3691,86,0,45,0,178,62805.0,3915,3600,962,259,2012
Corcoran,24429,18113,6316,1330,1178,869,1288,1966,4691,4934,4615,1210,959,876,362,151,36.6,15289,4721,3040,265,408,17,1320,34594.0,9869,4402,5931,2790,2012
Corning,7628,3751,3877,832,588,733,865,667,1001,852,784,316,185,407,298,100,25.5,3724,3623,20,91,69,17,168,39805.0,6142,2830,4309,1459,2012
Corona,153644,76943,76701,11564,12400,13479,13313,11252,19887,24319,22080,8070,5761,7028,3255,1236,32.2,66740,59012,7323,414,14764,1349,7572,78982.0,127010,103490,31631,26234,2012
Coronado,21968,11682,10286,1084,1183,1432,1464,2221,2326,2929,2855,1463,1258,1624,1389,740,39.7,3393,16950,350,52,591,62,1128,89277.0,17004,15892,4556,1096,2012
Corralitos,2490,1316,1174,167,155,203,168,88,341,153,554,207,139,109,88,118,44.0,765,1725,0,0,0,0,0,75977.0,2080,1779,549,398,2012
Corte Madera,9267,4204,5063,499,642,604,441,299,658,1507,1643,723,715,683,641,212,44.8,522,7374,122,0,1043,0,412,107723.0,8688,8015,2155,566,2012
Costa Mesa,110322,55538,54784,7784,6777,5960,6741,8557,21347,17023,15545,6265,4954,4986,2831,1552,33.7,39231,57213,1324,228,9293,546,4678,65373.0,85431,69000,22519,24142,2012
Cotati,7242,3339,3903,451,361,469,425,836,1075,872,1341,477,278,356,255,46,35.1,895,5612,76,0,361,0,596,63750.0,6290,5146,1701,926,2012
Coto de Caza,15041,7374,7667,859,961,1546,1623,444,798,2110,3559,1001,878,839,373,50,41.7,1207,12286,227,0,990,0,630,169176.0,14570,13981,1603,471,2012
Cottonwood,3991,2075,1916,311,188,388,262,248,600,473,703,151,221,226,160,60,35.0,690,3091,21,142,0,0,94,48644.0,3168,2154,1493,823,2012
Courtland,500,342,158,21,0,10,40,12,14,169,19,104,17,45,22,27,44.2,300,189,0,0,11,0,0,70893.0,433,310,196,67,2012
Covelo,1404,651,753,67,118,62,69,123,235,111,162,69,81,159,113,35,38.0,174,673,8,479,57,0,26,28114.0,1051,508,745,349,2012
Covina,47855,23003,24852,3634,3280,3428,3558,3561,6620,6206,7311,2983,2305,2354,1957,658,34.7,26004,14079,1583,60,5086,198,1657,66818.0,41013,31927,11853,6515,2012
Crescent City,7560,5126,2434,376,264,404,361,768,1874,1119,1189,311,277,312,233,72,33.7,2245,3878,759,195,140,60,561,30170.0,3706,2066,2059,736,2012
Crescent Mills,212,79,133,16,60,18,20,0,46,34,0,0,0,9,9,0,17.6,67,145,0,0,0,0,0,32000.0,18,18,18,194,2012
Cressey,412,193,219,5,10,40,24,45,72,57,40,32,17,60,7,3,35.5,244,165,0,0,3,0,0,52222.0,270,179,128,142,2012
Crestline,9039,4606,4433,434,819,637,748,239,969,1169,1298,707,568,935,447,69,42.2,1257,7282,109,32,102,0,514,50079.0,7729,5604,3428,1285,2012
Creston,91,38,53,26,0,0,0,0,0,35,14,0,0,0,0,16,36.8,0,70,0,0,0,0,42,81429.0,79,79,16,12,2012
Crockett,2866,1420,1446,117,97,167,238,65,244,387,540,329,288,224,108,62,46.4,482,2193,27,23,59,0,164,81304.0,2559,2164,824,307,2012
Crows Landing,530,368,162,54,37,37,33,69,49,141,42,0,13,18,24,13,32.8,424,106,0,0,0,0,0,31042.0,154,86,126,376,2012
Cudahy,23867,12047,11820,2167,2301,2501,2566,2003,3870,3295,2612,1042,426,717,289,78,25.7,23061,389,124,10,105,0,218,39263.0,14670,6283,8822,9184,2012
Culver City,38949,18305,20644,1873,2264,2073,1822,1874,5861,6577,5835,2739,2335,3034,1729,933,41.0,8819,18641,4105,53,5645,47,3189,76182.0,34109,29630,8484,4635,2012
Cupertino,58409,28633,29776,3124,4799,4760,4230,1746,5304,10690,10487,3558,2487,3693,2367,1164,40.0,2977,17260,178,158,36361,156,2477,127534.0,55598,51361,9326,2563,2012
Cutler,3899,1941,1958,356,307,464,512,336,565,495,401,71,60,149,163,20,24.7,3805,27,0,0,67,0,0,33177.0,2552,1004,1862,1347,2012
Cuyama,55,27,28,12,5,5,0,7,8,7,6,0,0,5,0,0,21.8,28,27,0,0,0,0,0,31250.0,38,17,23,17,2012
Cypress,47986,22911,25075,2473,2316,3354,4095,3560,5384,5900,8972,3168,2361,3691,2084,628,40.4,8682,21115,1185,133,15263,82,2968,80440.0,41277,35348,10870,6665,2012
Daly City,101538,49803,51735,5637,5336,5016,6012,7684,15416,14383,14453,7515,6244,7535,4537,1770,39.2,22914,14180,2760,165,57734,669,5575,72762.0,86904,71222,25058,14032,2012
Dana Point,33596,16879,16717,1604,1771,1693,1598,2119,4287,4451,5394,3148,1880,3270,1545,836,43.9,5819,25995,180,42,899,0,1222,80938.0,28733,25246,7507,4643,2012
Danville,42265,20108,22157,2303,3446,3830,3205,1149,2292,5222,8312,3261,3189,3525,1352,1179,44.5,2485,32469,399,28,5120,0,3449,131833.0,40776,39199,6867,1330,2012
Davenport,235,109,126,0,10,12,9,10,40,8,70,41,33,2,0,0,47.2,83,148,0,0,4,0,0,59688.0,155,131,24,80,2012
Davis,65616,32175,33441,2633,3458,2913,5855,17612,8163,6612,7137,3439,2518,2740,1625,911,25.2,8552,37532,1284,253,14349,175,6783,61535.0,60114,56336,8315,5187,2012
Delano,52618,31162,21456,4823,4575,4119,4137,4955,9572,7654,6068,2018,1489,1799,1003,406,28.7,39181,3912,2595,144,6203,128,903,35507.0,30625,15683,17330,12834,2012
Delhi,10235,4983,5252,1059,1116,868,971,614,1594,1297,1362,501,199,470,83,101,29.7,7113,1891,287,47,752,100,90,48929.0,8280,6143,2658,1949,2012
Del Mar,4197,2161,2036,168,168,185,80,30,574,579,598,585,367,490,347,26,49.8,422,3775,0,0,0,0,0,102729.0,4017,3800,865,180,2012
Del Rey,1455,763,692,127,154,99,104,101,212,155,266,49,15,122,40,11,29.2,1393,17,0,0,45,0,0,34282.0,1052,428,698,403,2012
Del Rey Oaks,1781,788,993,107,94,87,63,126,196,277,299,132,84,142,122,52,41.8,320,1248,6,0,136,0,139,80417.0,1595,1411,436,171,2012
Denair,4751,2260,2491,394,253,391,320,390,456,662,820,270,274,358,102,61,37.5,1746,2885,0,13,30,0,154,64241.0,3817,2852,1336,934,2012
Descanso,1439,672,767,106,111,143,23,107,69,109,312,79,134,183,49,14,46.3,81,1260,13,0,66,19,0,46806.0,1123,760,517,316,2012
Desert Hot Springs,26474,13358,13116,2561,2378,2474,1857,2155,3914,3014,3226,1369,904,1471,988,163,30.0,13891,8372,1891,402,662,73,1836,32883.0,18871,9904,10771,7596,2012
Diamond Bar,55810,27311,28499,2583,2408,3640,4376,3611,7056,7446,9633,4828,3793,3865,1777,794,41.3,10483,12040,1943,80,30031,27,2180,90181.0,48524,42330,9794,7171,2012
Diamond Springs,11271,5408,5863,417,671,917,753,435,1232,1375,1820,673,686,777,1018,497,42.5,1213,9620,71,143,117,0,214,54703.0,10083,8067,4158,1073,2012
Dinuba,21857,10887,10970,2592,1495,2035,1897,1925,3540,2535,2335,1073,678,802,701,249,27.6,18314,2946,9,48,370,0,340,39228.0,15844,7652,9276,5909,2012
Discovery Bay,12620,6503,6117,1030,714,923,516,491,1233,1993,2432,809,704,1219,338,218,41.2,1349,10031,356,0,345,0,1078,108806.0,11812,10896,2642,785,2012
Dixon,18312,9079,9233,1525,1415,1509,1411,905,2722,2444,2488,1114,1015,1039,443,282,33.7,7965,8658,324,14,543,123,1309,72406.0,16005,13095,4557,2172,2012
Dobbins,258,173,85,0,0,0,0,0,0,46,0,65,91,56,0,0,61.5,93,165,0,0,0,0,0,37162.0,212,161,107,46,2012
Dorris,939,430,509,145,85,27,42,39,229,52,107,60,54,47,29,23,30.0,284,561,0,33,13,0,96,29500.0,692,426,477,247,2012
Dos Palos,4953,2747,2206,330,487,551,450,320,734,518,488,354,229,303,150,39,30.6,3362,1397,171,0,0,0,46,34522.0,3985,2072,2350,943,2012
Douglas City,672,355,317,49,27,42,41,10,31,43,128,60,97,108,36,0,52.5,106,525,0,2,4,0,53,32273.0,571,326,365,94,2012
Downey,111807,55324,56483,7604,7997,8952,9116,7848,15974,17634,13969,6122,4848,6410,3510,1823,34.1,79601,18687,3904,123,8265,61,2068,60132.0,87121,63552,29501,23766,2012
Doyle,302,153,149,11,9,18,20,3,14,36,41,0,59,73,7,11,53.9,3,276,0,12,0,0,22,28333.0,255,189,149,47,2012
Duarte,21409,10209,11200,1236,1352,1344,1225,1292,2747,2630,3155,1655,1446,1629,1137,561,40.8,9718,6169,1520,43,3510,27,844,63160.0,17608,12492,6393,3496,2012
Dublin,45799,22978,22821,3437,2751,2610,2729,2636,8242,8712,7231,2418,1721,2167,895,250,35.5,6543,22446,2922,268,11802,115,3254,112679.0,38884,36389,5310,2476,2012
Ducor,449,222,227,26,55,47,42,35,48,61,76,19,13,24,3,0,28.8,337,91,0,0,0,0,42,33594.0,315,126,225,134,2012
Dunsmuir,1558,800,758,47,45,73,120,77,164,182,172,209,187,172,62,48,47.9,113,1279,28,4,28,7,198,34375.0,1287,679,809,254,2012
Durham,5745,3037,2708,268,357,697,412,376,450,841,878,224,294,568,185,195,39.6,501,4922,18,36,134,51,166,63327.0,4412,3914,1258,1329,2012
Earlimart,7532,3775,3757,904,830,886,668,797,904,990,627,359,168,259,122,18,22.1,7129,89,25,0,237,0,97,25885.0,5414,1929,3829,2118,2012
East Nicolaus,262,146,116,29,23,26,21,12,20,40,27,10,14,23,13,4,34.5,136,122,0,0,4,0,0,36250.0,222,114,145,40,2012
East Palo Alto,28332,13958,14374,2401,2409,2189,2959,2493,5152,4424,2814,1113,659,900,635,184,28.8,17662,1871,4808,59,892,2601,730,47950.0,21352,13035,9775,6956,2012
East Rancho Dominguez,14233,7052,7181,1269,991,1104,1302,1464,2377,1888,1710,638,462,740,264,24,28.7,11754,170,2076,14,136,0,134,50032.0,9430,4020,5931,4794,2012
Eastvale,59030,29285,29745,5961,6037,4778,4987,3420,8800,11566,6151,2308,1612,2405,788,217,30.8,23613,14271,5246,147,14256,41,2863,109841.0,51121,44129,8967,7787,2012
East Whittier,10232,5062,5170,678,555,924,714,943,1394,1365,1319,665,404,792,360,119,34.1,5092,4373,20,53,434,0,510,66755.0,8595,7102,2464,1631,2012
Edgewood,45,25,20,0,0,6,0,0,3,3,18,3,4,0,8,0,50.9,10,31,0,0,0,0,8,46563.0,42,24,26,3,2012
Edwards AFB,2585,1535,1050,368,245,126,77,698,677,290,72,27,0,5,0,0,22.8,474,1601,265,0,131,11,206,68889.0,1406,1401,44,2,2012
El Cajon,99680,49057,50623,8464,6367,7148,7422,8961,15035,12506,13574,5153,3819,5640,3628,1963,32.4,30518,54031,5140,185,3954,829,9847,45750.0,77510,48906,36495,20172,2012
El Centro,42514,20396,22118,3218,3870,3597,3691,3073,5700,5285,5414,2658,1704,2455,1390,459,31.2,34218,6105,998,9,935,0,428,41418.0,33095,18284,17508,8978,2012
El Cerrito,23653,11200,12453,1349,1062,917,857,1007,3253,3561,3480,2083,1503,2186,1554,841,44.5,2984,12044,1633,19,5458,19,2929,79945.0,21056,18716,5806,2527,2012
El Cerrito,5357,2947,2410,257,326,439,473,426,697,611,1085,303,227,350,135,28,36.5,2796,2360,64,0,43,0,158,67661.0,4294,3629,1256,1063,2012
El Dorado Hills,43760,22485,21275,2660,3829,3787,3237,2017,2729,6847,8069,2829,2903,3127,1194,532,40.6,3265,33915,717,31,3701,0,4254,117599.0,41772,39101,7228,1967,2012
El Granada,4907,2310,2597,280,319,254,210,312,382,598,1085,473,417,408,91,78,46.3,429,4158,13,0,94,0,426,93299.0,4486,4142,920,397,2012
Elk Creek,72,38,34,4,4,0,0,3,3,3,12,2,15,12,12,2,61.0,3,69,0,0,0,0,0,28750.0,69,54,45,3,2012
Elk Grove,151639,74225,77414,9948,12517,14348,12754,8817,19309,22695,23039,8515,6374,7498,4267,1558,33.9,28336,56896,15796,371,38872,2318,17652,79559.0,137071,117967,31939,14269,2012
El Monte,114032,57429,56603,8281,8300,7826,9285,9176,17864,16233,14682,6208,4927,6114,3430,1706,32.8,77914,5785,524,266,28659,198,1214,41861.0,78291,39147,42413,35036,2012
El Nido,380,264,116,45,32,14,53,60,49,53,37,11,5,21,0,0,21.9,302,78,0,0,0,0,0,30294.0,222,131,98,158,2012
El Portal,458,150,308,14,53,56,0,14,155,22,66,42,7,29,0,0,29.9,110,256,24,0,68,0,0,122534.0,414,309,134,44,2012
El Segundo,16678,8450,8228,899,743,1167,1484,681,2555,2592,2773,1150,864,924,493,353,39.0,3099,11545,135,68,882,210,1478,86364.0,15289,14117,2473,1383,2012
Elverta,5325,2639,2686,388,370,485,461,299,468,766,853,337,294,459,128,17,38.1,641,4180,40,91,254,0,238,62733.0,4641,3417,1752,662,2012
Emeryville,9969,5190,4779,436,238,194,250,667,3243,1708,1087,457,344,840,219,286,34.9,725,4027,1745,11,2708,0,1506,66136.0,8493,7233,2325,1441,2012
Empire,4000,1888,2112,328,372,325,287,357,541,420,462,162,194,306,148,98,31.0,2230,1619,0,0,73,0,156,30321.0,3123,1784,1739,877,2012
Encinitas,59782,29537,30245,3728,3473,3071,3436,2797,7672,9179,9498,5003,4408,4263,2045,1209,41.3,8851,46002,197,95,3209,118,2539,90868.0,52184,47858,10260,7126,2012
Escalon,7146,3658,3488,476,375,441,620,466,754,888,1311,465,303,575,363,109,40.7,1467,5321,43,109,121,29,112,53935.0,6504,5832,1543,642,2012
Escondido,144311,70963,73348,12172,10031,10709,11029,11546,22480,19667,18247,8295,5895,6782,4624,2834,32.5,69202,61455,2107,319,8510,212,4814,49787.0,106240,78089,37605,36566,2012
Esparto,2789,1359,1430,192,241,244,177,253,276,358,329,216,206,173,82,42,35.3,1457,1259,0,8,37,0,56,56694.0,2485,1982,779,304,2012
Etna,765,419,346,52,64,66,42,20,66,93,91,68,40,63,76,24,43.3,84,641,0,9,5,0,52,30286.0,663,320,472,102,2012
Eureka,27037,13336,13701,1555,1246,1644,1696,2364,4332,2755,4213,2189,1552,1793,1185,513,37.4,2628,20406,560,881,1326,192,2049,36525.0,21578,13231,11115,4935,2012
Exeter,10324,5249,5075,863,808,1087,1116,685,1462,1212,1112,533,404,473,423,146,29.5,5073,4813,148,34,0,0,512,39987.0,8603,5732,3728,1669,2012
Fairfax,7446,3657,3789,390,513,414,446,216,807,1229,1386,637,655,469,256,28,42.5,412,6587,112,0,103,0,464,100152.0,6750,6124,1370,681,2012
Fairfield,105407,52341,53066,7366,8425,7448,8211,9917,14991,13713,14793,5922,4242,5555,3639,1185,32.5,26913,38151,15967,324,17127,999,11472,66363.0,86740,69884,26765,11507,2012
Fairmead,1609,760,849,120,77,49,152,275,172,234,298,92,39,48,53,0,34.0,815,482,156,3,8,10,270,40893.0,995,489,648,361,2012
Fair Oaks,30920,15061,15859,1367,1567,1806,2005,1906,3090,3424,5185,2458,2444,2870,2110,688,45.8,3197,24445,419,77,1779,46,1877,73616.0,28097,24196,8445,2561,2012
Fallbrook,31419,15920,15499,2393,1896,2023,2221,2972,4345,3256,3743,1919,1813,2145,1842,851,34.5,12363,17045,549,100,594,58,1366,56792.0,24197,18062,9902,6302,2012
Fall River Mills,487,178,309,30,0,16,15,11,109,21,129,29,37,20,56,14,51.5,84,390,0,0,11,0,4,34744.0,418,181,318,40,2012
Farmersville,10547,5109,5438,908,1145,898,1095,1006,1497,1478,1039,413,350,461,189,68,26.5,8979,1465,0,54,0,0,98,33225.0,8064,3049,5447,2437,2012
Farmington,249,116,133,0,10,0,0,35,13,0,39,0,46,30,76,0,64.4,0,187,27,0,0,0,70,36080.0,249,205,185,0,2012
Fellows,118,62,56,0,6,18,17,0,12,24,23,10,7,0,1,0,36.4,0,118,0,0,0,0,0,61667.0,110,109,1,8,2012
Felton,4043,1900,2143,166,215,173,357,159,490,383,716,500,404,344,89,47,46.9,282,3435,63,131,92,0,80,83198.0,3702,3345,691,341,2012
Ferndale,1372,717,655,61,63,45,113,79,102,173,209,123,88,209,74,33,48.2,51,1233,0,27,3,0,116,51620.0,1230,1012,475,142,2012
Fieldbrook,952,480,472,23,61,52,47,47,92,100,192,136,96,76,26,4,48.8,30,773,23,28,12,3,157,55167.0,807,562,321,145,2012
Fillmore,14961,7432,7529,1324,1607,1051,1310,968,1822,2452,1739,529,647,746,543,223,32.7,11426,3015,51,30,358,21,120,59706.0,11614,8237,4459,3211,2012
Firebaugh,7639,3941,3698,811,852,626,666,887,894,896,826,371,314,394,76,26,24.9,6402,807,53,0,0,0,754,32875.0,5507,1864,4023,2132,2012
Folsom,71675,39179,32496,4517,5252,4353,4262,4455,10288,12942,11943,3991,3122,3448,2061,1041,37.2,8716,46576,4442,351,9110,424,3775,95623.0,58864,54670,9726,4491,2012
Fontana,196129,97520,98609,17522,16778,18052,18534,15705,29359,30218,24324,8666,6237,6692,2572,1470,28.6,130085,30228,18562,260,12397,708,7341,64195.0,146977,103712,51849,48740,2012
Foresthill,1749,845,904,56,35,136,76,165,179,79,536,177,138,84,23,65,48.4,46,1468,0,67,35,34,198,46793.0,1428,1228,388,321,2012
Forest Ranch,1382,748,634,116,62,160,40,0,65,198,194,173,93,209,72,0,51.0,6,1284,0,0,0,0,184,49384.0,1287,1235,331,95,2012
Forestville,3332,1719,1613,125,219,30,93,272,446,313,494,432,449,283,154,22,49.0,336,2900,0,0,59,0,74,53878.0,2769,2457,864,563,2012
Fort Bragg,7240,3647,3593,786,338,558,426,345,995,1031,1092,379,277,435,401,177,36.8,2514,4282,38,166,108,0,247,36389.0,5623,3115,3364,1551,2012
Fort Irwin,9581,5484,4097,1930,897,538,506,1982,2462,1051,172,0,12,13,18,0,22.3,2397,4519,1337,75,677,144,864,50469.0,6126,6080,179,44,2012
Fort Jones,741,395,346,82,44,52,41,66,64,126,70,45,67,57,19,8,36.6,76,591,35,11,2,0,52,30833.0,496,282,287,179,2012
Fortuna,11830,5963,5867,713,707,846,945,686,1166,1148,1669,1041,687,1225,709,288,42.6,1489,9178,76,158,465,57,814,38780.0,9685,6684,5108,2024,2012
Foster City,30754,14991,15763,2032,2037,1829,1472,1155,4318,5583,3968,1708,2320,2447,1401,484,39.3,1955,12737,628,17,13761,134,2955,114720.0,29285,26849,5448,1370,2012
Fountain Valley,55595,27156,28439,2557,2884,3223,3820,3329,6370,7300,8650,4004,3367,5656,3112,1323,42.8,8128,25698,781,30,19433,61,2912,81212.0,49812,41300,14581,5612,2012
Fowler,5655,2806,2849,511,388,465,595,354,874,643,791,295,205,176,226,132,31.8,3876,1069,52,6,583,0,104,52313.0,4560,3115,1799,1043,2012
Frazier Park,2575,1222,1353,135,143,216,92,226,202,376,452,103,252,230,148,0,43.4,406,2092,0,22,55,0,0,57734.0,2052,1505,819,523,2012
Freedom,3368,1680,1688,363,259,238,217,383,558,320,493,170,107,110,139,11,30.4,2409,820,2,0,76,0,122,56319.0,2742,1951,1032,623,2012
Fremont,215188,107759,107429,14782,14606,14659,12537,11249,31800,35733,33609,13781,9594,12448,7508,2882,37.2,31997,57204,7488,773,107943,903,17099,99169.0,195861,169657,40998,18500,2012
French Camp,4421,2947,1474,159,175,208,579,598,792,751,618,98,136,118,95,94,30.5,2530,1232,457,0,106,29,134,47700.0,1776,965,929,967,2012
Fresno,495777,244827,250950,43925,40196,39677,41782,43784,78081,60435,57360,24539,20242,24577,14165,7014,29.4,231917,150289,36396,1814,61430,778,25192,42276.0,391277,231039,198556,99967,2012
Fullerton,135419,66078,69341,8720,8578,8729,10080,11799,20559,18518,19477,7178,5589,8010,5741,2441,34.5,46018,49490,3712,358,31989,76,7261,67617.0,106998,85148,31567,27685,2012
Galt,23739,11509,12230,1842,2006,2297,1682,1287,3292,3500,3378,981,1116,1351,633,374,33.1,9912,12310,726,47,303,142,527,56976.0,19095,14457,7459,4513,2012
Garberville,713,307,406,105,33,30,0,76,134,121,85,26,31,40,14,18,32.3,17,696,0,0,0,0,0,23636.0,516,221,324,197,2012
Gardena,58960,27897,31063,3802,3483,4215,3415,3366,8769,8108,7746,3818,3434,4223,3449,1132,37.9,21416,5331,14097,31,16092,408,2964,50148.0,46653,33695,17706,11741,2012
Garden Grove,171377,86276,85101,10679,12248,11861,13545,12926,23467,25812,24722,9531,7757,9986,6422,2421,35.4,61974,37057,2124,284,65539,1278,5770,59988.0,134846,90428,53644,35814,2012
Gazelle,137,77,60,2,3,2,3,8,15,1,40,3,10,29,19,2,51.7,53,67,0,3,0,0,28,19417.0,106,73,63,31,2012
Georgetown,2471,1277,1194,32,215,154,178,84,229,252,353,209,209,342,119,95,46.5,268,2148,7,28,3,4,26,53333.0,2086,1697,873,293,2012
Gerber,1049,550,499,77,21,125,106,58,98,134,105,66,83,96,80,0,37.3,499,458,0,54,0,0,76,30849.0,824,334,584,225,2012
Geyserville,1040,519,521,63,107,67,139,46,115,123,174,78,29,83,16,0,33.7,572,425,0,13,24,0,12,51250.0,721,587,217,319,2012
Gilroy,48832,24492,24340,4179,4610,3539,3689,3200,6804,6920,6605,2762,2068,2733,1133,590,32.4,27871,16051,635,394,2825,177,1741,78842.0,41148,31490,13383,7345,2012
Glendale,192537,92954,99583,9041,9431,10918,11544,12612,25986,28232,30296,13784,10722,15026,10418,4527,41.1,33235,120990,2938,272,31340,211,6802,54369.0,153664,105167,60595,37640,2012
Glendora,50247,24120,26127,2663,3578,3326,4132,3981,5145,6375,8186,3548,2703,3522,2033,1055,39.0,15006,29425,1093,137,3373,0,2343,74619.0,43997,37056,11284,5582,2012
Glen Ellen,574,270,304,0,0,13,0,49,6,15,141,87,163,90,0,10,58.9,54,494,0,0,0,0,52,46236.0,500,468,137,31,2012
Gold River,8319,3953,4366,225,620,652,607,233,523,924,1364,1030,725,741,407,268,48.7,524,5377,371,0,1684,0,726,114868.0,7710,7229,1737,602,2012
Goleta,29862,14687,15175,1884,1435,1685,2143,2919,3769,3536,4897,2024,1283,1922,1484,881,38.2,9122,16568,286,46,2884,0,1911,73046.0,26739,23925,6475,2906,2012
Gonzales,8171,4286,3885,782,938,722,679,594,1534,886,1065,381,268,170,94,58,28.2,7201,713,122,0,87,0,96,56415.0,6170,4576,1858,2001,2012
Goshen,3697,1931,1766,476,373,360,419,344,431,593,401,113,87,47,26,27,22.7,3185,463,13,0,0,0,72,34960.0,2638,854,1827,1059,2012
Grand Terrace,12140,5811,6329,724,868,605,813,1131,1569,1608,1821,892,609,828,434,238,37.7,4716,5540,990,12,575,0,604,64073.0,10684,9237,2431,1345,2012
Granite Bay,22204,10855,11349,1054,1564,1822,1969,1031,1270,2769,4344,1836,1385,1785,1001,374,44.0,1139,18421,150,226,1195,8,2073,126953.0,21089,19841,3677,1098,2012
Grass Valley,12818,5760,7058,941,642,665,649,848,1638,1085,1484,1075,917,1043,832,999,44.4,1992,10193,58,135,273,0,319,36612.0,10528,6157,6532,1923,2012
Greeley Hill,590,320,270,9,32,18,43,15,9,110,46,48,51,99,109,1,58.5,17,569,1,0,0,0,6,30682.0,496,290,370,94,2012
Greenfield,4419,2120,2299,582,469,175,264,255,727,497,495,177,472,185,121,0,31.1,2631,1653,45,84,6,0,0,58490.0,2993,2275,990,1426,2012
Greenfield,16242,7977,8265,2198,1465,1507,1302,1689,2783,2022,1492,657,305,345,280,197,24.9,13992,1122,225,48,777,0,85,55814.0,12192,6308,6480,4033,2012
Greenville,894,501,393,7,8,77,32,0,67,161,125,29,55,163,139,31,54.1,36,780,0,36,0,22,40,31875.0,675,409,432,219,2012
Grenada,310,90,220,0,40,21,4,0,33,30,34,19,50,5,55,19,52.4,9,236,0,25,0,0,80,34688.0,274,131,196,36,2012
Gridley,6537,3405,3132,543,347,620,601,776,760,787,800,430,217,405,210,41,29.5,3263,3067,0,5,14,0,376,39936.0,4704,2907,2502,1763,2012
