city,enrollment,vaccinated,school_year,year,vac_pct,geoid,male_pct,female_pct,under_5_pct,5_9_pct,10_14_pct,15_19_pct,20_24_pct,25_34_pct,35_44_pct,45_54_pct,55_59_pct,60_64_pct,65_74_pct,75_84_pct,85_over_pct,median_age,hispanic_latino_pct,white_pct,black_pct,aian_pct,asian_pct,nhopi_pct,other_pct,median_income,insurance_pct,private_insure_pct,public_insure_pct,no_insurance_pct
Pleasant Hill,2190.0,2133.0,2016-2017,2017,97.3972602739726,1600000US0657764,47.6,52.4,6.7,5.4,4.7,5.0,7.2,14.8,12.8,14.6,7.2,7.1,8.4,3.4,2.8,40.2,14.3,66.3,1.5,0.2,12.5,0.6,9.2,93476.0,94.8,84.6,22.7,5.2
Pleasanton,4140.0,4046.0,2016-2017,2017,97.72946859903382,1600000US0657792,48.5,51.5,4.4,7.0,9.0,7.8,4.1,8.9,13.5,19.0,7.6,5.3,7.9,4.0,1.4,42.0,9.7,54.4,2.0,0.1,29.5,0.5,7.4,130170.0,96.4,88.7,17.4,3.6
Pleasanton,4140.0,4046.0,2016-2017,2017,97.72946859903382,1600000US0657792,48.5,51.5,4.4,7.0,9.0,7.8,4.1,8.9,13.5,19.0,7.6,5.3,7.9,4.0,1.4,42.0,9.7,54.4,2.0,0.1,29.5,0.5,7.4,130170.0,96.4,88.7,17.4,3.6
Plumas Lake,377.0,367.0,2016-2017,2017,97.34748010610079,1600000US0657829,49.3,50.7,11.2,8.3,9.1,6.4,4.1,18.8,16.2,11.8,3.4,4.1,4.7,1.4,0.7,31.7,20.3,61.6,4.3,0.4,6.2,0.5,13.0,85422.0,95.2,84.5,20.1,4.8
Plumas Lake,377.0,367.0,2016-2017,2017,97.34748010610079,1600000US0657829,49.3,50.7,11.2,8.3,9.1,6.4,4.1,18.8,16.2,11.8,3.4,4.1,4.7,1.4,0.7,31.7,20.3,61.6,4.3,0.4,6.2,0.5,13.0,85422.0,95.2,84.5,20.1,4.8
Plymouth,114.0,106.0,2016-2017,2017,92.98245614035088,1600000US0657834,52.1,47.9,4.7,12.7,6.7,4.7,5.1,13.2,18.1,13.2,6.9,2.8,10.1,1.9,0.0,36.6,22.4,71.7,1.5,1.2,0.0,0.0,6.4,41750.0,84.4,54.7,35.3,15.6
Plymouth,114.0,106.0,2016-2017,2017,92.98245614035088,1600000US0657834,52.1,47.9,4.7,12.7,6.7,4.7,5.1,13.2,18.1,13.2,6.9,2.8,10.1,1.9,0.0,36.6,22.4,71.7,1.5,1.2,0.0,0.0,6.4,41750.0,84.4,54.7,35.3,15.6
Point Arena,86.0,80.0,2016-2017,2017,93.02325581395348,1600000US0657876,60.9,39.1,4.0,4.0,10.1,7.9,5.3,6.2,17.1,13.0,6.8,6.4,11.4,7.0,0.9,42.9,49.5,47.9,0.0,1.1,1.5,0.0,0.0,28000.0,86.8,33.4,58.2,13.2
Point Arena,86.0,80.0,2016-2017,2017,93.02325581395348,1600000US0657876,60.9,39.1,4.0,4.0,10.1,7.9,5.3,6.2,17.1,13.0,6.8,6.4,11.4,7.0,0.9,42.9,49.5,47.9,0.0,1.1,1.5,0.0,0.0,28000.0,86.8,33.4,58.2,13.2
Point Reyes Station,26.0,24.0,2016-2017,2017,92.3076923076923,1600000US0657960,43.2,56.8,2.1,5.1,4.7,0.0,3.8,2.6,17.9,10.6,6.6,5.2,24.6,15.0,1.7,59.0,10.6,85.7,0.0,0.0,3.7,0.0,0.0,31005.0,91.7,69.3,46.4,8.3
Point Reyes Station,26.0,24.0,2016-2017,2017,92.3076923076923,1600000US0657960,43.2,56.8,2.1,5.1,4.7,0.0,3.8,2.6,17.9,10.6,6.6,5.2,24.6,15.0,1.7,59.0,10.6,85.7,0.0,0.0,3.7,0.0,0.0,31005.0,91.7,69.3,46.4,8.3
Pollock Pines,199.0,190.0,2016-2017,2017,95.47738693467338,1600000US0658030,45.0,55.0,7.4,5.1,5.3,6.2,6.7,11.9,7.9,19.4,9.3,6.7,8.8,3.7,1.6,44.6,7.7,86.3,0.0,2.0,0.9,1.5,3.2,54043.0,92.7,62.8,44.9,7.3
Pollock Pines,199.0,190.0,2016-2017,2017,95.47738693467338,1600000US0658030,45.0,55.0,7.4,5.1,5.3,6.2,6.7,11.9,7.9,19.4,9.3,6.7,8.8,3.7,1.6,44.6,7.7,86.3,0.0,2.0,0.9,1.5,3.2,54043.0,92.7,62.8,44.9,7.3
Pomona,5060.0,4883.0,2016-2017,2017,96.50197628458498,1600000US0658072,49.4,50.6,7.3,7.0,7.2,8.7,10.0,15.0,13.3,12.2,5.5,4.5,5.1,2.8,1.3,31.0,70.3,11.8,6.4,0.3,9.0,0.3,3.3,50360.0,80.5,46.0,38.7,19.5
Pomona,5060.0,4883.0,2016-2017,2017,96.50197628458498,1600000US0658072,49.4,50.6,7.3,7.0,7.2,8.7,10.0,15.0,13.3,12.2,5.5,4.5,5.1,2.8,1.3,31.0,70.3,11.8,6.4,0.3,9.0,0.3,3.3,50360.0,80.5,46.0,38.7,19.5
Port Hueneme,652.0,635.0,2016-2017,2017,97.39263803680981,1600000US0658296,49.1,50.9,7.6,6.3,5.4,8.2,9.2,17.9,10.6,12.2,6.4,4.5,6.0,4.2,1.6,32.0,56.4,26.9,5.0,0.5,5.0,0.7,10.9,59592.0,85.2,62.2,31.7,14.8
Port Hueneme,652.0,635.0,2016-2017,2017,97.39263803680981,1600000US0658296,49.1,50.9,7.6,6.3,5.4,8.2,9.2,17.9,10.6,12.2,6.4,4.5,6.0,4.2,1.6,32.0,56.4,26.9,5.0,0.5,5.0,0.7,10.9,59592.0,85.2,62.2,31.7,14.8
Porterville,3921.0,3827.0,2016-2017,2017,97.60265238459577,1600000US0658240,50.2,49.8,9.2,9.9,9.0,7.9,8.2,14.5,12.1,10.6,3.8,4.2,5.6,3.3,1.6,29.1,65.5,26.7,0.7,0.3,4.4,0.2,3.6,39763.0,85.0,41.4,50.8,15.0
Porterville,3921.0,3827.0,2016-2017,2017,97.60265238459577,1600000US0658240,50.2,49.8,9.2,9.9,9.0,7.9,8.2,14.5,12.1,10.6,3.8,4.2,5.6,3.3,1.6,29.1,65.5,26.7,0.7,0.3,4.4,0.2,3.6,39763.0,85.0,41.4,50.8,15.0
Portola,87.0,78.0,2016-2017,2017,89.65517241379311,1600000US0658352,49.9,50.1,4.9,5.7,3.9,7.0,7.4,12.8,9.0,13.2,8.0,7.8,13.4,5.1,1.8,44.7,13.1,80.7,0.3,0.6,2.4,1.7,2.2,29741.0,80.9,39.2,56.9,19.1
Portola,87.0,78.0,2016-2017,2017,89.65517241379311,1600000US0658352,49.9,50.1,4.9,5.7,3.9,7.0,7.4,12.8,9.0,13.2,8.0,7.8,13.4,5.1,1.8,44.7,13.1,80.7,0.3,0.6,2.4,1.7,2.2,29741.0,80.9,39.2,56.9,19.1
Portola Valley,391.0,373.0,2016-2017,2017,95.39641943734016,1600000US0658380,49.0,51.0,2.3,4.6,6.4,7.4,1.3,6.0,7.2,14.7,8.8,7.3,13.1,12.6,8.3,55.0,4.2,83.4,0.6,0.0,7.6,0.0,8.4,232981.0,98.2,90.6,34.8,1.8
Portola Valley,391.0,373.0,2016-2017,2017,95.39641943734016,1600000US0658380,49.0,51.0,2.3,4.6,6.4,7.4,1.3,6.0,7.2,14.7,8.8,7.3,13.1,12.6,8.3,55.0,4.2,83.4,0.6,0.0,7.6,0.0,8.4,232981.0,98.2,90.6,34.8,1.8
Potrero,78.0,73.0,2016-2017,2017,93.58974358974359,1600000US0658478,46.4,53.6,2.9,13.7,15.9,10.2,0.0,6.4,25.4,6.4,3.5,0.0,7.7,4.0,4.0,35.4,63.8,36.2,0.0,0.0,0.0,0.0,0.0,,85.0,36.2,72.2,15.0
Potrero,78.0,73.0,2016-2017,2017,93.58974358974359,1600000US0658478,46.4,53.6,2.9,13.7,15.9,10.2,0.0,6.4,25.4,6.4,3.5,0.0,7.7,4.0,4.0,35.4,63.8,36.2,0.0,0.0,0.0,0.0,0.0,,85.0,36.2,72.2,15.0
Potter Valley,105.0,99.0,2016-2017,2017,94.28571428571428,1600000US0658506,52.8,47.2,6.5,2.2,4.8,2.2,0.0,21.5,14.5,11.9,5.8,15.3,12.8,0.0,2.4,40.7,8.0,91.0,0.0,0.0,0.0,0.0,2.0,64750.0,89.8,54.0,42.9,10.2
Potter Valley,105.0,99.0,2016-2017,2017,94.28571428571428,1600000US0658506,52.8,47.2,6.5,2.2,4.8,2.2,0.0,21.5,14.5,11.9,5.8,15.3,12.8,0.0,2.4,40.7,8.0,91.0,0.0,0.0,0.0,0.0,2.0,64750.0,89.8,54.0,42.9,10.2
Poway,3432.0,3331.0,2016-2017,2017,97.05710955710956,1600000US0658520,48.9,51.1,6.7,6.3,7.0,7.1,6.1,10.6,12.7,15.0,7.6,6.3,8.8,4.1,1.8,40.3,18.1,64.4,1.4,0.5,11.5,0.1,8.1,98859.0,95.2,79.9,25.8,4.8
Poway,3432.0,3331.0,2016-2017,2017,97.05710955710956,1600000US0658520,48.9,51.1,6.7,6.3,7.0,7.1,6.1,10.6,12.7,15.0,7.6,6.3,8.8,4.1,1.8,40.3,18.1,64.4,1.4,0.5,11.5,0.1,8.1,98859.0,95.2,79.9,25.8,4.8
Quartz Hill,406.0,397.0,2016-2017,2017,97.78325123152709,1600000US0659052,51.4,48.6,6.0,6.1,7.6,7.8,7.6,11.3,10.2,15.6,9.1,5.6,7.3,3.8,2.0,40.0,36.5,52.5,7.4,0.1,1.9,0.0,3.1,56063.0,84.1,61.2,34.5,15.9
Quartz Hill,406.0,397.0,2016-2017,2017,97.78325123152709,1600000US0659052,51.4,48.6,6.0,6.1,7.6,7.8,7.6,11.3,10.2,15.6,9.1,5.6,7.3,3.8,2.0,40.0,36.5,52.5,7.4,0.1,1.9,0.0,3.1,56063.0,84.1,61.2,34.5,15.9
Quincy,193.0,170.0,2016-2017,2017,88.08290155440415,1600000US0659080,46.4,53.6,1.8,2.8,4.6,5.5,6.3,8.8,10.7,15.1,7.4,11.6,10.6,8.8,5.8,49.9,11.8,78.9,0.4,1.5,0.0,0.0,14.8,50704.0,97.0,68.3,45.2,3.0
Quincy,193.0,170.0,2016-2017,2017,88.08290155440415,1600000US0659080,46.4,53.6,1.8,2.8,4.6,5.5,6.3,8.8,10.7,15.1,7.4,11.6,10.6,8.8,5.8,49.9,11.8,78.9,0.4,1.5,0.0,0.0,14.8,50704.0,97.0,68.3,45.2,3.0
Rainbow,80.0,74.0,2016-2017,2017,92.5,1600000US0659248,46.8,53.2,6.2,3.7,3.7,4.1,4.7,12.3,9.8,13.7,11.1,6.8,13.7,6.8,3.4,50.1,31.6,61.7,1.6,0.8,2.5,0.4,2.8,65486.0,87.3,62.1,43.5,12.7
Rainbow,80.0,74.0,2016-2017,2017,92.5,1600000US0659248,46.8,53.2,6.2,3.7,3.7,4.1,4.7,12.3,9.8,13.7,11.1,6.8,13.7,6.8,3.4,50.1,31.6,61.7,1.6,0.8,2.5,0.4,2.8,65486.0,87.3,62.1,43.5,12.7
Raisin City,90.0,84.0,2016-2017,2017,93.33333333333333,1600000US0659290,50.7,49.3,8.8,6.5,13.0,5.1,1.4,12.1,14.9,2.3,15.8,2.3,5.1,1.4,11.2,37.7,89.3,10.2,0.0,0.0,0.0,0.0,1.0,,96.7,20.5,85.6,3.3
Raisin City,90.0,84.0,2016-2017,2017,93.33333333333333,1600000US0659290,50.7,49.3,8.8,6.5,13.0,5.1,1.4,12.1,14.9,2.3,15.8,2.3,5.1,1.4,11.2,37.7,89.3,10.2,0.0,0.0,0.0,0.0,1.0,,96.7,20.5,85.6,3.3
Ramona,1326.0,1281.0,2016-2017,2017,96.60633484162896,1600000US0659346,50.9,49.1,6.1,7.0,6.5,7.8,6.7,13.4,11.4,14.7,8.1,6.9,6.0,3.7,1.8,36.9,31.1,61.6,1.6,0.3,2.1,0.2,6.300000000000002,66523.0,81.8,58.6,30.4,18.2
Ramona,1326.0,1281.0,2016-2017,2017,96.60633484162896,1600000US0659346,50.9,49.1,6.1,7.0,6.5,7.8,6.7,13.4,11.4,14.7,8.1,6.9,6.0,3.7,1.8,36.9,31.1,61.6,1.6,0.3,2.1,0.2,6.300000000000002,66523.0,81.8,58.6,30.4,18.2
Rancho Cordova,2533.0,2425.0,2016-2017,2017,95.73628108961707,1600000US0659444,49.1,50.9,7.6,6.8,7.3,5.7,6.7,16.8,14.1,13.0,5.8,4.7,6.2,4.0,1.4,34.5,21.0,50.3,9.3,0.3,11.1,1.3,12.8,53360.0,88.6,59.9,39.8,11.4
Rancho Cordova,2533.0,2425.0,2016-2017,2017,95.73628108961707,1600000US0659444,49.1,50.9,7.6,6.8,7.3,5.7,6.7,16.8,14.1,13.0,5.8,4.7,6.2,4.0,1.4,34.5,21.0,50.3,9.3,0.3,11.1,1.3,12.8,53360.0,88.6,59.9,39.8,11.4
Rancho Cucamonga,7347.0,7176.0,2016-2017,2017,97.6725193956717,1600000US0659451,49.6,50.4,5.7,6.1,7.1,7.4,7.6,14.4,14.1,14.9,6.6,5.6,6.9,2.4,1.1,36.1,37.3,38.1,9.0,0.3,12.2,0.2,5.800000000000002,79973.0,90.8,74.0,23.3,9.2
Rancho Cucamonga,7347.0,7176.0,2016-2017,2017,97.6725193956717,1600000US0659451,49.6,50.4,5.7,6.1,7.1,7.4,7.6,14.4,14.1,14.9,6.6,5.6,6.9,2.4,1.1,36.1,37.3,38.1,9.0,0.3,12.2,0.2,5.800000000000002,79973.0,90.8,74.0,23.3,9.2
Rancho Mirage,115.0,108.0,2016-2017,2017,93.91304347826087,1600000US0659500,49.7,50.3,1.2,2.0,3.4,2.5,1.2,2.8,6.9,11.2,7.6,9.6,23.2,21.2,7.1,65.8,8.8,84.9,1.3,0.3,3.5,0.2,2.2,66083.0,94.5,68.7,57.8,5.5
Rancho Mirage,115.0,108.0,2016-2017,2017,93.91304347826087,1600000US0659500,49.7,50.3,1.2,2.0,3.4,2.5,1.2,2.8,6.9,11.2,7.6,9.6,23.2,21.2,7.1,65.8,8.8,84.9,1.3,0.3,3.5,0.2,2.2,66083.0,94.5,68.7,57.8,5.5
Rancho Palos Verdes,2316.0,2260.0,2016-2017,2017,97.58203799654576,1600000US0659514,47.3,52.7,3.1,6.0,7.4,7.2,3.5,5.8,10.1,18.2,7.0,6.6,12.0,9.1,4.0,49.3,10.0,54.2,2.2,0.0,27.5,0.9,9.9,120668.0,96.3,84.8,28.4,3.7
Rancho Palos Verdes,2316.0,2260.0,2016-2017,2017,97.58203799654576,1600000US0659514,47.3,52.7,3.1,6.0,7.4,7.2,3.5,5.8,10.1,18.2,7.0,6.6,12.0,9.1,4.0,49.3,10.0,54.2,2.2,0.0,27.5,0.9,9.9,120668.0,96.3,84.8,28.4,3.7
Rancho Santa Fe,596.0,560.0,2016-2017,2017,93.95973154362416,1600000US0659584,48.1,51.9,0.0,8.5,6.6,8.7,7.5,5.0,7.8,20.5,6.9,3.5,14.3,8.3,2.4,48.7,8.9,84.9,0.0,0.0,3.7,0.0,5.2,106215.0,89.8,77.9,27.1,10.2
Rancho Santa Fe,596.0,560.0,2016-2017,2017,93.95973154362416,1600000US0659584,48.1,51.9,0.0,8.5,6.6,8.7,7.5,5.0,7.8,20.5,6.9,3.5,14.3,8.3,2.4,48.7,8.9,84.9,0.0,0.0,3.7,0.0,5.2,106215.0,89.8,77.9,27.1,10.2
Rancho Santa Margarita,2786.0,2690.0,2016-2017,2017,96.55419956927494,1600000US0659587,49.5,50.5,6.6,6.4,8.9,7.4,6.2,12.1,14.4,18.6,8.4,4.3,3.9,2.2,0.7,36.8,19.0,64.8,1.9,0.0,10.8,0.1,6.5,104556.0,94.2,84.0,15.2,5.8
Rancho Santa Margarita,2786.0,2690.0,2016-2017,2017,96.55419956927494,1600000US0659587,49.5,50.5,6.6,6.4,8.9,7.4,6.2,12.1,14.4,18.6,8.4,4.3,3.9,2.2,0.7,36.8,19.0,64.8,1.9,0.0,10.8,0.1,6.5,104556.0,94.2,84.0,15.2,5.8
Red Bluff,1086.0,1045.0,2016-2017,2017,96.22467771639043,1600000US0659892,46.4,53.6,8.2,8.4,7.0,4.5,6.3,13.3,13.3,12.9,5.4,4.9,7.7,6.0,2.2,36.7,16.6,75.9,0.6,1.3,2.8,0.0,5.6,30311.0,87.2,42.6,55.1,12.8
Red Bluff,1086.0,1045.0,2016-2017,2017,96.22467771639043,1600000US0659892,46.4,53.6,8.2,8.4,7.0,4.5,6.3,13.3,13.3,12.9,5.4,4.9,7.7,6.0,2.2,36.7,16.6,75.9,0.6,1.3,2.8,0.0,5.6,30311.0,87.2,42.6,55.1,12.8
Redding,4122.0,3866.0,2016-2017,2017,93.78942261038331,1600000US0659920,48.4,51.6,5.9,6.2,5.6,6.4,7.8,14.0,10.7,11.9,6.4,6.4,10.0,6.0,2.7,38.5,9.4,78.7,1.3,1.9,4.8,0.0,7.699999999999998,44573.0,88.9,58.3,45.5,11.1
Redding,4122.0,3866.0,2016-2017,2017,93.78942261038331,1600000US0659920,48.4,51.6,5.9,6.2,5.6,6.4,7.8,14.0,10.7,11.9,6.4,6.4,10.0,6.0,2.7,38.5,9.4,78.7,1.3,1.9,4.8,0.0,7.699999999999998,44573.0,88.9,58.3,45.5,11.1
Redlands,4506.0,4236.0,2016-2017,2017,94.00798934753661,1600000US0659962,47.2,52.8,7.0,6.4,6.5,7.7,7.7,13.8,11.4,12.4,6.3,6.3,8.1,4.3,2.3,35.8,30.4,52.4,5.4,0.4,7.5,0.5,6.199999999999998,66514.0,91.0,69.9,31.8,9.0
Redlands,4506.0,4236.0,2016-2017,2017,94.00798934753661,1600000US0659962,47.2,52.8,7.0,6.4,6.5,7.7,7.7,13.8,11.4,12.4,6.3,6.3,8.1,4.3,2.3,35.8,30.4,52.4,5.4,0.4,7.5,0.5,6.199999999999998,66514.0,91.0,69.9,31.8,9.0
Redondo Beach,2964.0,2868.0,2016-2017,2017,96.76113360323887,1600000US0660018,50.4,49.6,6.5,6.6,5.1,4.4,3.7,14.5,17.9,16.8,7.0,5.4,7.4,3.1,1.5,40.7,17.0,62.0,2.8,0.2,12.4,0.0,10.5,103782.0,94.2,84.3,17.9,5.8
Redondo Beach,2964.0,2868.0,2016-2017,2017,96.76113360323887,1600000US0660018,50.4,49.6,6.5,6.6,5.1,4.4,3.7,14.5,17.9,16.8,7.0,5.4,7.4,3.1,1.5,40.7,17.0,62.0,2.8,0.2,12.4,0.0,10.5,103782.0,94.2,84.3,17.9,5.8
Redway,80.0,61.0,2016-2017,2017,76.25,1600000US0660088,42.4,57.6,8.0,0.0,5.7,7.6,0.0,15.6,14.0,10.3,8.3,12.2,18.4,0.0,0.0,44.8,13.1,86.9,0.0,0.0,0.0,0.0,0.0,38750.0,73.4,41.7,50.6,26.6
Redway,80.0,61.0,2016-2017,2017,76.25,1600000US0660088,42.4,57.6,8.0,0.0,5.7,7.6,0.0,15.6,14.0,10.3,8.3,12.2,18.4,0.0,0.0,44.8,13.1,86.9,0.0,0.0,0.0,0.0,0.0,38750.0,73.4,41.7,50.6,26.6
Redwood City,3636.0,3490.0,2016-2017,2017,95.98459845984598,1600000US0660102,49.8,50.2,7.0,6.8,5.9,5.4,5.4,16.4,15.3,15.2,6.2,4.9,6.8,3.0,1.8,37.0,38.5,42.8,2.0,0.1,12.9,0.6,6.0,90461.0,90.3,72.2,27.1,9.7
Redwood City,3636.0,3490.0,2016-2017,2017,95.98459845984598,1600000US0660102,49.8,50.2,7.0,6.8,5.9,5.4,5.4,16.4,15.3,15.2,6.2,4.9,6.8,3.0,1.8,37.0,38.5,42.8,2.0,0.1,12.9,0.6,6.0,90461.0,90.3,72.2,27.1,9.7
Redwood Valley,110.0,107.0,2016-2017,2017,97.27272727272728,1600000US0660214,52.7,47.3,3.8,3.9,6.4,20.1,4.5,8.4,18.9,17.3,4.3,4.1,2.2,5.9,0.0,37.3,23.0,65.2,0.0,1.7,0.0,0.0,20.2,78819.0,85.5,67.3,28.7,14.5
Redwood Valley,110.0,107.0,2016-2017,2017,97.27272727272728,1600000US0660214,52.7,47.3,3.8,3.9,6.4,20.1,4.5,8.4,18.9,17.3,4.3,4.1,2.2,5.9,0.0,37.3,23.0,65.2,0.0,1.7,0.0,0.0,20.2,78819.0,85.5,67.3,28.7,14.5
Reedley,1625.0,1570.0,2016-2017,2017,96.61538461538461,1600000US0660242,50.8,49.2,8.2,7.3,8.5,8.3,7.9,14.9,11.1,11.3,6.0,4.2,6.2,4.0,2.1,32.1,75.1,18.7,0.5,0.1,3.6,0.0,4.2,43907.0,80.7,41.9,48.1,19.3
Reedley,1625.0,1570.0,2016-2017,2017,96.61538461538461,1600000US0660242,50.8,49.2,8.2,7.3,8.5,8.3,7.9,14.9,11.1,11.3,6.0,4.2,6.2,4.0,2.1,32.1,75.1,18.7,0.5,0.1,3.6,0.0,4.2,43907.0,80.7,41.9,48.1,19.3
Rialto,4732.0,4621.0,2016-2017,2017,97.65426880811496,1600000US0660466,50.1,49.9,8.2,8.0,8.6,9.3,8.9,14.9,13.2,12.1,5.0,3.9,4.9,2.3,0.8,29.2,74.1,10.2,11.3,0.2,2.2,0.1,3.4,52347.0,82.5,43.4,44.2,17.5
Rialto,4732.0,4621.0,2016-2017,2017,97.65426880811496,1600000US0660466,50.1,49.9,8.2,8.0,8.6,9.3,8.9,14.9,13.2,12.1,5.0,3.9,4.9,2.3,0.8,29.2,74.1,10.2,11.3,0.2,2.2,0.1,3.4,52347.0,82.5,43.4,44.2,17.5
Richgrove,218.0,212.0,2016-2017,2017,97.24770642201835,1600000US0660606,52.1,47.9,8.2,13.0,8.5,10.7,9.9,13.0,13.1,10.2,4.6,3.2,3.9,0.5,1.3,24.9,94.6,0.5,0.0,0.0,4.2,0.0,1.2,30116.0,78.4,23.6,57.3,21.6
Richgrove,218.0,212.0,2016-2017,2017,97.24770642201835,1600000US0660606,52.1,47.9,8.2,13.0,8.5,10.7,9.9,13.0,13.1,10.2,4.6,3.2,3.9,0.5,1.3,24.9,94.6,0.5,0.0,0.0,4.2,0.0,1.2,30116.0,78.4,23.6,57.3,21.6
Richmond,3696.0,3562.0,2016-2017,2017,96.37445887445888,1600000US0660620,48.1,51.9,6.6,6.8,5.8,5.9,7.7,15.8,14.3,13.4,6.1,5.5,7.3,3.4,1.3,35.8,40.2,17.6,21.7,0.2,15.2,0.5,8.7,57107.0,85.2,57.0,37.8,14.8
Richmond,3696.0,3562.0,2016-2017,2017,96.37445887445888,1600000US0660620,48.1,51.9,6.6,6.8,5.8,5.9,7.7,15.8,14.3,13.4,6.1,5.5,7.3,3.4,1.3,35.8,40.2,17.6,21.7,0.2,15.2,0.5,8.7,57107.0,85.2,57.0,37.8,14.8
Ridgecrest,1402.0,1361.0,2016-2017,2017,97.07560627674751,1600000US0660704,51.6,48.4,6.5,8.9,7.9,6.3,6.5,13.6,12.7,14.0,5.7,4.1,7.2,4.4,2.1,35.1,19.2,65.1,5.2,1.1,4.9,0.1,8.8,59780.0,92.1,70.7,36.5,7.9
Ridgecrest,1402.0,1361.0,2016-2017,2017,97.07560627674751,1600000US0660704,51.6,48.4,6.5,8.9,7.9,6.3,6.5,13.6,12.7,14.0,5.7,4.1,7.2,4.4,2.1,35.1,19.2,65.1,5.2,1.1,4.9,0.1,8.8,59780.0,92.1,70.7,36.5,7.9
Rio Dell,92.0,83.0,2016-2017,2017,90.21739130434783,1600000US0660900,49.6,50.4,6.6,6.3,5.3,4.5,4.4,12.9,17.8,12.5,6.9,7.7,10.3,3.2,1.5,42.0,6.9,85.3,0.3,4.4,1.3,0.0,3.8,39981.0,89.1,54.1,44.0,10.9
Rio Dell,92.0,83.0,2016-2017,2017,90.21739130434783,1600000US0660900,49.6,50.4,6.6,6.3,5.3,4.5,4.4,12.9,17.8,12.5,6.9,7.7,10.3,3.2,1.5,42.0,6.9,85.3,0.3,4.4,1.3,0.0,3.8,39981.0,89.1,54.1,44.0,10.9
Rio Linda,925.0,863.0,2016-2017,2017,93.2972972972973,1600000US0660942,49.5,50.5,6.3,6.6,8.5,7.9,6.1,11.5,12.2,15.2,7.8,6.2,7.5,3.1,1.2,38.3,22.6,63.3,2.9,0.3,8.7,0.1,4.0,54991.0,89.3,59.9,39.9,10.7
Rio Linda,925.0,863.0,2016-2017,2017,93.2972972972973,1600000US0660942,49.5,50.5,6.3,6.6,8.5,7.9,6.1,11.5,12.2,15.2,7.8,6.2,7.5,3.1,1.2,38.3,22.6,63.3,2.9,0.3,8.7,0.1,4.0,54991.0,89.3,59.9,39.9,10.7
Rio Vista,181.0,174.0,2016-2017,2017,96.13259668508287,1600000US0660984,47.8,52.2,2.4,1.9,3.0,4.2,4.1,5.9,7.0,9.7,8.1,9.6,27.4,12.7,4.1,62.3,7.8,74.7,6.6,0.3,8.8,0.0,3.4000000000000004,59050.0,90.6,74.9,54.4,9.4
Rio Vista,181.0,174.0,2016-2017,2017,96.13259668508287,1600000US0660984,47.8,52.2,2.4,1.9,3.0,4.2,4.1,5.9,7.0,9.7,8.1,9.6,27.4,12.7,4.1,62.3,7.8,74.7,6.6,0.3,8.8,0.0,3.4000000000000004,59050.0,90.6,74.9,54.4,9.4
Ripon,888.0,814.0,2016-2017,2017,91.66666666666666,1600000US0661026,46.9,53.1,4.8,8.8,8.2,7.1,5.9,12.3,13.5,14.1,6.8,5.4,7.8,3.1,2.2,36.8,24.9,69.5,0.5,0.2,2.1,0.0,5.2,79354.0,93.6,76.3,27.7,6.4
Ripon,888.0,814.0,2016-2017,2017,91.66666666666666,1600000US0661026,46.9,53.1,4.8,8.8,8.2,7.1,5.9,12.3,13.5,14.1,6.8,5.4,7.8,3.1,2.2,36.8,24.9,69.5,0.5,0.2,2.1,0.0,5.2,79354.0,93.6,76.3,27.7,6.4
Riverbank,713.0,694.0,2016-2017,2017,97.3352033660589,1600000US0661068,48.5,51.5,8.1,7.9,8.4,7.1,7.1,16.9,14.4,12.1,4.4,3.9,5.6,3.2,1.0,31.8,56.6,35.1,0.9,0.6,3.9,0.7,4.2,61870.0,89.6,60.6,36.3,10.4
Riverbank,713.0,694.0,2016-2017,2017,97.3352033660589,1600000US0661068,48.5,51.5,8.1,7.9,8.4,7.1,7.1,16.9,14.4,12.1,4.4,3.9,5.6,3.2,1.0,31.8,56.6,35.1,0.9,0.6,3.9,0.7,4.2,61870.0,89.6,60.6,36.3,10.4
Riverdale,343.0,325.0,2016-2017,2017,94.75218658892129,1600000US0661096,53.6,46.4,8.1,11.8,8.4,7.3,8.6,17.7,10.0,5.3,7.4,2.2,7.4,3.1,2.7,28.8,74.8,24.7,0.3,0.1,0.0,0.0,0.0,49100.0,81.2,38.5,52.0,18.8
Riverdale,343.0,325.0,2016-2017,2017,94.75218658892129,1600000US0661096,53.6,46.4,8.1,11.8,8.4,7.3,8.6,17.7,10.0,5.3,7.4,2.2,7.4,3.1,2.7,28.8,74.8,24.7,0.3,0.1,0.0,0.0,0.0,49100.0,81.2,38.5,52.0,18.8
Riverside,15031.0,14569.0,2016-2017,2017,96.92635220544209,1600000US0662000,49.6,50.4,6.6,6.9,6.9,8.7,10.7,15.3,12.5,12.5,5.2,4.6,5.6,3.1,1.3,31.4,52.0,31.9,5.7,0.3,6.7,0.2,5.800000000000002,58979.0,85.0,58.3,33.4,15.0
Riverside,15031.0,14569.0,2016-2017,2017,96.92635220544209,1600000US0662000,49.6,50.4,6.6,6.9,6.9,8.7,10.7,15.3,12.5,12.5,5.2,4.6,5.6,3.1,1.3,31.4,52.0,31.9,5.7,0.3,6.7,0.2,5.800000000000002,58979.0,85.0,58.3,33.4,15.0
