geoid,city,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
1600000US0682852,Vineyard,25480,12534,12946,1828,1849,2369,2312,1585,3185,3980,3870,1502,1163,1060,504,273,34.0,5204,8939,2627,154,7808,64,1296,75633.0,22232.0,17877.0,6301.0,3218.0,2013
1600000US0682954,Visalia,125502,61228,64274,11191,10415,9971,9926,8336,19529,15868,15561,6054,5599,7151,3918,1983,31.2,57305,56204,2131,633,6978,146,4044,52899.0,104353.0,71349.0,43446.0,20116.0,2013
1600000US0682996,Vista,95066,47026,48040,6855,6346,5950,5966,8650,16004,13797,12853,5299,4217,4522,2920,1687,33.9,44654,41415,2514,131,4076,429,3492,47346.0,69405.0,52091.0,23244.0,22620.0,2013
1600000US0683085,Vista Santa Rosa,2644,1361,1283,258,212,237,197,204,544,136,267,257,193,70,69,0,27.6,2266,231,0,114,2,0,62,35965.0,2173.0,1203.0,1031.0,471.0,2013
1600000US0683094,Volcano,170,85,85,0,0,0,0,0,0,0,32,34,0,0,104,0,75.4,0,170,0,0,0,0,0,,170.0,170.0,104.0,0.0,2013
1600000US0683108,Volta,181,92,89,0,0,0,32,0,13,12,27,28,32,14,10,13,55.2,87,89,5,0,0,0,0,41771.0,141.0,98.0,58.0,40.0,2013
1600000US0683262,Walker,782,375,407,20,43,101,0,9,0,126,162,56,42,132,68,23,49.5,72,628,0,31,0,0,102,60833.0,749.0,709.0,223.0,33.0,2013
1600000US0683304,Wallace,463,188,275,0,0,0,0,130,0,0,103,68,71,91,0,0,54.0,0,416,0,0,47,0,0,151298.0,463.0,392.0,139.0,0.0,2013
1600000US0683332,Walnut,29584,14893,14691,831,1501,1993,2317,2619,2977,3497,4905,2682,2592,2310,984,376,42.9,5247,3693,1022,40,18748,0,1622,101250.0,26162.0,22787.0,4723.0,3396.0,2013
1600000US0683346,Walnut Creek,65122,29811,35311,2662,3383,3203,2972,2745,7196,7792,9369,4122,4298,7311,6358,3711,48.0,6312,47275,1044,187,8180,85,3984,81593.0,59686.0,54034.0,19075.0,4730.0,2013
1600000US0683374,Walnut Grove,1369,659,710,74,31,168,86,96,134,141,116,99,62,189,133,40,43.5,431,629,0,0,298,4,14,66765.0,1186.0,872.0,482.0,183.0,2013
1600000US0683402,Walnut Park,16198,8273,7925,1185,1338,1453,1436,1196,2343,2418,1841,743,604,969,427,245,31.7,15769,229,0,21,92,24,99,42270.0,11052.0,5514.0,6007.0,5146.0,2013
1600000US0683460,Warm Springs,2884,1385,1499,325,187,288,352,106,431,401,470,148,0,85,91,0,29.3,1400,1101,78,0,43,0,524,69666.0,2330.0,1961.0,611.0,554.0,2013
1600000US0683494,Warner Valley,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,5,0,0,0,0,0,,5.0,5.0,5.0,0.0,2013
1600000US0683542,Wasco,25686,15991,9695,2271,1955,2041,2071,2605,4979,3770,2968,783,915,646,453,229,28.4,19743,3573,1934,82,239,0,211,39061.0,14400.0,6863.0,8410.0,5233.0,2013
1600000US0683570,Washington,36,0,36,0,0,0,0,0,0,0,0,17,0,0,0,19,,0,36,0,0,0,0,0,,36.0,36.0,36.0,0.0,2013
1600000US0683612,Waterford,8504,4397,4107,604,842,868,904,531,1002,1218,1197,466,422,310,77,63,31.4,3984,4118,59,35,89,18,402,52808.0,7083.0,4794.0,2879.0,1421.0,2013
1600000US0683626,Waterloo,266,159,107,17,0,6,0,26,21,36,41,21,18,62,12,6,50.6,31,230,0,0,0,0,5,93571.0,228.0,214.0,79.0,38.0,2013
1600000US0683668,Watsonville,51544,25537,26007,4663,4485,4063,4814,4598,6978,7085,5932,2325,1940,2377,1453,831,29.0,41713,7011,59,39,2189,147,760,43905.0,39394.0,22587.0,20252.0,11914.0,2013
1600000US0683724,Waukena,175,72,103,20,12,12,33,7,25,12,11,9,17,8,6,3,25.7,125,49,0,0,0,0,2,27386.0,121.0,63.0,62.0,54.0,2013
1600000US0683766,Wawona,152,62,90,0,12,19,27,0,0,19,10,9,26,30,0,0,42.8,0,137,0,0,4,0,22,35938.0,120.0,105.0,15.0,32.0,2013
1600000US0683794,Weaverville,3259,1402,1857,107,152,194,204,122,331,457,462,348,292,245,210,135,46.9,240,2530,30,122,116,0,442,37898.0,2487.0,1474.0,1408.0,686.0,2013
1600000US0683850,Weed,2971,1469,1502,166,204,221,408,270,360,309,428,106,108,206,147,38,30.4,576,2061,141,94,50,1,96,28170.0,2486.0,1574.0,1242.0,438.0,2013
1600000US0683863,Weedpatch,2391,1123,1268,290,201,207,222,308,361,222,280,57,73,106,47,17,23.9,2164,180,7,0,21,0,38,28508.0,1368.0,333.0,1073.0,1023.0,2013
1600000US0683948,Weldon,2736,1500,1236,145,83,119,183,81,99,122,614,150,346,421,359,14,54.5,94,2325,0,273,0,0,44,24972.0,2317.0,1299.0,1529.0,419.0,2013
1600000US0684004,Weott,133,90,43,0,0,0,0,0,44,0,22,67,0,0,0,0,55.0,0,133,0,0,0,0,0,,133.0,89.0,44.0,0.0,2013
1600000US0684116,West Athens,8506,4101,4405,647,494,469,856,814,1085,1045,1208,393,560,711,173,51,33.5,4534,114,3476,1,116,33,455,38649.0,5779.0,2790.0,3498.0,2724.0,2013
1600000US0684120,West Bishop,2867,1468,1399,123,110,70,196,199,222,254,451,255,269,433,215,70,51.3,424,2174,90,55,66,2,112,86089.0,2638.0,2364.0,1089.0,229.0,2013
1600000US0684144,West Carson,20581,9789,10792,1084,889,1166,1105,1064,2565,2566,3319,1435,1336,2089,1360,603,44.3,6685,4179,2206,44,6005,693,1513,63948.0,16827.0,13256.0,5768.0,3020.0,2013
1600000US0684200,West Covina,106731,50499,56232,6949,6351,7662,8153,8579,14745,14145,14376,6830,5911,6483,4228,2319,35.7,57810,15023,5414,153,26631,0,3184,67088.0,87350.0,66073.0,27808.0,18998.0,2013
1600000US0684345,West Goshen,536,243,293,3,72,123,67,40,25,126,41,1,13,15,10,0,20.1,397,127,12,0,0,0,0,13932.0,369.0,58.0,341.0,167.0,2013
1600000US0684385,Westhaven-Moonstone,1006,498,508,51,16,52,33,51,110,110,137,112,123,171,40,0,50.4,4,899,0,54,17,0,64,52695.0,827.0,604.0,397.0,179.0,2013
1600000US0684410,West Hollywood,34709,19449,15260,407,262,570,232,1785,10348,6303,5769,2014,1571,2592,1958,898,40.7,4278,26258,1212,115,1691,40,2112,52649.0,28658.0,23547.0,7527.0,6036.0,2013
1600000US0684438,Westlake Village,8320,4012,4308,295,469,666,690,286,418,903,1377,674,576,1047,782,137,48.5,920,6840,18,0,367,20,310,112083.0,7958.0,7226.0,2244.0,359.0,2013
1600000US0684480,Westley,1105,530,575,99,198,152,110,27,224,82,139,15,14,35,0,10,19.8,1040,65,0,0,0,0,0,24762.0,753.0,173.0,590.0,352.0,2013
1600000US0684536,West Menlo Park,3576,1722,1854,208,374,308,176,137,348,585,528,235,182,276,128,91,39.5,225,2699,65,0,420,0,323,164432.0,3494.0,3357.0,533.0,79.0,2013
1600000US0684550,Westminster,90625,45168,45457,5071,5244,6329,6138,6436,11528,12350,13079,5885,5168,6912,4677,1808,39.0,20625,22209,581,124,44452,482,4134,52633.0,73461.0,45866.0,33568.0,16936.0,2013
1600000US0684578,West Modesto,5951,2965,2986,349,526,742,522,415,710,869,717,305,218,387,115,76,32.4,3532,1734,155,2,335,0,386,30333.0,4443.0,1356.0,3452.0,1508.0,2013
1600000US0684592,Westmont,31474,14945,16529,3040,2479,2310,2550,2926,4108,4191,4202,1629,1170,1592,1082,195,30.3,14661,395,15882,41,14,62,748,30654.0,23121.0,10503.0,14867.0,8282.0,2013
1600000US0684606,Westmorland,1606,728,878,125,111,145,175,81,159,137,142,171,90,126,121,23,36.5,1428,166,12,0,0,0,0,26000.0,1292.0,398.0,950.0,314.0,2013
1600000US0684680,West Park,773,377,396,53,35,36,58,30,139,66,155,66,37,39,37,22,40.4,554,77,55,0,53,0,61,38750.0,571.0,284.0,335.0,202.0,2013
1600000US0684732,West Point,651,338,313,11,12,31,62,6,4,114,79,57,31,102,54,88,56.5,71,549,0,0,0,0,62,28826.0,581.0,242.0,528.0,60.0,2013
1600000US0684774,West Puente Valley,24045,12027,12018,1360,1488,1851,2401,2009,3260,3737,3103,1244,857,1655,853,227,33.4,20454,1159,370,51,1918,0,165,65139.0,18438.0,11631.0,7869.0,5586.0,2013
1600000US0684780,West Rancho Dominguez,21511,9894,11617,1471,1651,1753,1892,1624,2662,2514,3306,1110,843,1376,815,494,33.8,8097,470,12149,0,170,0,1207,45373.0,16602.0,9998.0,8338.0,4743.0,2013
1600000US0684816,West Sacramento,49061,24186,24875,3489,3796,3690,3364,3409,8236,6941,6334,2128,2414,3204,1532,524,33.5,15565,23170,2148,400,5031,546,4288,53394.0,40997.0,29888.0,15112.0,7839.0,2013
1600000US0684921,West Whittier-Los Nietos,25242,12549,12693,1009,1984,1719,2107,1957,3754,3532,3146,1459,1635,1329,1163,448,35.3,22091,2464,91,118,316,14,194,60246.0,20008.0,13757.0,7564.0,5200.0,2013
1600000US0684928,Westwood,1582,924,658,78,69,113,90,164,161,132,269,136,133,137,89,11,44.6,48,1412,1,47,8,5,122,28158.0,1246.0,639.0,736.0,336.0,2013
1600000US0685012,Wheatland,3482,1733,1749,230,297,332,271,183,501,547,506,127,209,129,118,32,33.2,850,2049,54,22,335,0,344,61409.0,2907.0,2185.0,1049.0,483.0,2013
1600000US0685086,Whitehawk,31,22,9,0,0,0,0,0,0,0,0,0,9,14,8,0,69.5,0,31,0,0,0,0,0,,31.0,17.0,22.0,0.0,2013
1600000US0685208,Whitewater,421,162,259,28,37,71,3,0,27,79,53,0,34,43,42,4,38.9,126,180,82,0,33,0,0,31359.0,402.0,174.0,264.0,19.0,2013
1600000US0685222,Whitley Gardens,178,114,64,0,19,0,18,0,0,48,79,0,14,0,0,0,47.2,0,164,0,0,0,0,28,82679.0,120.0,120.0,0.0,58.0,2013
1600000US0685292,Whittier,85832,41549,44283,5997,5177,6048,7373,6694,11721,11716,11918,5056,3744,4726,3590,2072,34.9,56924,22549,903,178,3708,182,2528,68522.0,72438.0,56960.0,21716.0,12884.0,2013
1600000US0685446,Wildomar,32744,16775,15969,2263,2558,2784,2767,2269,4003,4258,4677,1830,2037,1757,1184,357,34.1,12733,16612,1699,4,972,152,1076,60924.0,26311.0,20473.0,8240.0,6280.0,2013
1600000US0685551,Wilkerson,554,270,284,32,38,40,30,0,90,79,51,31,31,100,26,6,42.4,62,492,0,0,0,0,0,59500.0,470.0,325.0,235.0,60.0,2013
1600000US0685586,Williams,5133,2762,2371,519,476,416,408,469,665,729,617,241,219,202,151,21,28.6,3969,1047,24,9,29,0,110,53118.0,3644.0,1946.0,1883.0,1398.0,2013
1600000US0685600,Willits,4862,2185,2677,418,384,66,117,530,408,417,855,390,463,405,315,94,46.1,416,4026,4,137,9,0,540,31147.0,3615.0,2066.0,2023.0,1199.0,2013
1600000US0685614,Willowbrook,20250,9740,10510,2293,2114,1873,1812,1820,3084,2467,2269,788,665,605,295,165,25.9,14894,162,4736,46,163,71,238,36332.0,13856.0,5332.0,9099.0,6346.0,2013
1600000US0685642,Willow Creek,1413,745,668,43,64,49,12,114,78,132,172,169,238,246,72,24,56.5,99,1164,0,9,0,9,264,31983.0,1137.0,696.0,660.0,276.0,2013
1600000US0685684,Willows,6138,3047,3091,213,362,578,487,390,698,1050,938,168,477,347,293,137,40.1,1904,3514,72,202,297,0,298,43807.0,4839.0,3569.0,2009.0,1065.0,2013
1600000US0685866,Wilsonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2013
1600000US0685880,Wilton,4137,1938,2199,126,241,326,313,106,402,324,759,353,302,420,376,89,49.1,607,2969,12,27,301,4,370,78148.0,3740.0,3384.0,1256.0,393.0,2013
1600000US0685894,Winchester,2471,1343,1128,46,84,263,212,253,168,392,595,121,36,242,42,17,40.8,446,1844,14,0,50,0,234,53798.0,1885.0,1287.0,708.0,586.0,2013
1600000US0685922,Windsor,26863,13034,13829,1609,2004,2202,2285,1653,2863,3726,4263,1454,1472,1727,1186,419,37.4,7965,17164,70,332,918,0,828,81098.0,24651.0,21551.0,5598.0,2196.0,2013
1600000US0685992,Winter Gardens,20352,9832,10520,1471,1255,1331,1221,1238,3288,2744,3088,1201,1161,1516,581,257,36.5,4039,14907,121,51,354,16,1706,60352.0,17574.0,13976.0,5675.0,2726.0,2013
1600000US0686020,Winterhaven,280,181,99,135,0,0,18,0,54,0,45,0,8,20,0,0,18.3,155,28,0,83,0,0,28,10938.0,107.0,19.0,88.0,173.0,2013
1600000US0686034,Winters,6772,3026,3746,273,496,457,568,500,796,751,1121,636,407,381,311,75,39.2,2910,3475,0,0,90,58,478,55887.0,5850.0,4831.0,1742.0,900.0,2013
1600000US0686076,Winton,11301,5800,5501,969,1080,1170,1168,1117,1562,1333,1491,430,356,345,224,56,26.1,8438,1820,260,10,759,0,14,39718.0,8664.0,4225.0,5198.0,2637.0,2013
1600000US0686174,Wofford Heights,1835,983,852,147,150,14,92,76,115,13,224,206,214,355,160,69,57.0,15,1809,0,0,0,0,22,28917.0,1709.0,987.0,1230.0,118.0,2013
1600000US0686216,Woodacre,1669,802,867,33,111,200,75,68,104,127,341,147,220,127,55,61,50.4,99,1455,75,0,34,0,12,71776.0,1566.0,1384.0,339.0,103.0,2013
1600000US0686230,Woodbridge,3860,2110,1750,147,343,239,222,235,405,425,597,334,261,334,201,117,42.5,1014,2606,0,0,219,0,42,67672.0,3389.0,2804.0,1075.0,459.0,2013
1600000US0686244,Woodcrest,16559,8318,8241,930,921,946,1518,1428,2005,1945,2860,1163,1063,1157,461,162,38.3,5906,9152,420,0,727,30,648,92332.0,14007.0,11340.0,3817.0,2478.0,2013
1600000US0686300,Woodlake,7370,3724,3646,933,694,590,557,818,997,726,828,352,280,347,202,46,25.9,6472,726,16,11,19,0,252,35805.0,5676.0,2174.0,3902.0,1694.0,2013
1600000US0686328,Woodland,55888,27493,28395,4199,3693,3847,4029,4655,7803,7201,7716,3375,2860,3317,2050,1143,34.6,26898,23879,356,330,3217,90,2116,55147.0,45845.0,34372.0,16841.0,9135.0,2013
1600000US0686380,Woodlands,510,267,243,0,0,40,0,0,0,75,37,0,170,130,48,10,63.2,37,383,0,21,29,0,80,91583.0,510.0,469.0,208.0,0.0,2013
1600000US0686440,Woodside,5354,2659,2695,112,344,463,606,108,243,521,1030,369,418,602,412,126,47.9,254,4713,17,0,249,0,187,212917.0,5164.0,4607.0,1311.0,190.0,2013
1600000US0686482,Woodville,1854,1022,832,234,150,125,179,154,332,247,182,117,61,45,25,3,27.6,1691,163,0,0,0,0,0,34706.0,993.0,231.0,789.0,861.0,2013
1600000US0686594,Wrightwood,4282,2239,2043,236,418,280,230,101,565,521,769,389,195,490,44,44,40.5,493,3789,0,0,0,0,0,70938.0,3763.0,3268.0,990.0,519.0,2013
1600000US0686678,Yankee Hill,266,136,130,0,0,5,21,9,17,32,27,31,42,77,5,0,57.5,17,234,0,7,0,0,16,35469.0,222.0,97.0,156.0,44.0,2013
1600000US0686734,Yettem,289,129,160,37,35,50,0,43,0,96,28,0,0,0,0,0,24.5,289,0,0,0,0,0,0,,228.0,1.0,227.0,61.0,2013
1600000US0686804,Yolo,314,195,119,8,30,35,15,0,50,42,51,23,28,17,15,0,36.6,267,47,0,0,0,0,0,61563.0,243.0,203.0,81.0,71.0,2013
1600000US0686832,Yorba Linda,65425,32495,32930,3814,3793,4660,5252,3851,6371,8177,12145,4769,4241,4800,2428,1124,41.8,10430,41459,460,190,10819,46,3955,112259.0,61125.0,55452.0,11045.0,4195.0,2013
1600000US0686878,Yosemite Lakes,4549,2394,2155,365,245,330,232,165,404,367,546,567,371,648,263,46,47.0,729,3685,9,38,12,10,107,55563.0,3953.0,2979.0,1877.0,593.0,2013
1600000US0686912,Yosemite Valley,840,638,202,0,28,15,9,71,289,176,101,42,59,50,0,0,35.2,87,678,34,11,30,0,0,35597.0,792.0,750.0,59.0,48.0,2013
1600000US0686930,Yountville,2968,1363,1605,49,85,91,139,128,157,198,352,318,184,412,436,419,59.7,389,2343,85,25,77,0,98,70231.0,2290.0,1977.0,1005.0,183.0,2013
1600000US0686944,Yreka,7702,3612,4090,602,607,477,591,474,817,775,932,469,470,693,542,253,39.9,922,5608,134,212,174,62,1180,27500.0,6819.0,3873.0,4161.0,824.0,2013
1600000US0686972,Yuba City,64911,32205,32706,4822,5191,4578,4854,5090,8975,8002,8437,3605,3213,4466,2653,1025,33.7,18207,30039,1442,523,11824,192,5300,48871.0,51851.0,33632.0,24208.0,12045.0,2013
1600000US0687042,Yucaipa,51839,26101,25738,3284,3694,3878,3999,3573,6276,6495,7236,3648,2694,3985,2181,896,36.9,14827,33402,893,331,963,172,2456,57674.0,42994.0,32608.0,14580.0,8408.0,2013
1600000US0687056,Yucca Valley,20864,10127,10737,1309,1755,1518,1361,1180,2843,2263,2835,1295,979,1955,968,603,36.7,3492,15493,706,199,464,21,978,41804.0,16685.0,10378.0,8603.0,3781.0,2013
1600000US0687090,Zayante,792,424,368,69,30,70,34,11,89,136,131,57,75,58,32,0,44.0,117,639,0,0,13,0,46,72500.0,715.0,638.0,146.0,77.0,2013
1600000US0600135,Acalanes Ridge,1226,536,690,72,61,84,60,16,160,134,186,211,104,122,0,16,46.3,14,801,0,0,289,0,244,160000.0,1195.0,1088.0,222.0,31.0,2014
1600000US0600156,Acampo,776,511,265,69,0,0,0,119,238,18,189,101,42,0,0,0,31.6,426,350,0,0,0,0,0,141250.0,686.0,686.0,0.0,90.0,2014
1600000US0600212,Acton,6956,3642,3314,224,381,492,418,444,323,915,1468,909,485,624,268,5,47.1,1035,5476,109,11,116,0,363,92245.0,6188.0,5565.0,1371.0,757.0,2014
1600000US0600296,Adelanto,31773,16440,15333,3856,3263,3151,2748,3045,5099,3894,3190,985,913,1008,500,121,24.6,17499,5538,6358,4,481,290,3178,35262.0,24598.0,10231.0,15471.0,5450.0,2014
1600000US0600310,Adin,215,101,114,5,25,37,24,0,3,18,20,26,31,4,14,8,35.9,0,212,0,3,0,0,0,29583.0,215.0,190.0,74.0,0.0,2014
1600000US0600394,Agoura Hills,20630,10590,10040,990,1206,1570,1580,972,1886,2854,3944,1723,1302,1713,685,205,43.3,2735,15565,372,12,1425,0,993,107268.0,19276.0,17470.0,3702.0,1280.0,2014
1600000US0600450,Agua Dulce,2898,1508,1390,105,81,163,312,98,159,279,557,323,276,383,141,21,50.1,626,1929,6,0,59,0,556,88864.0,2615.0,2236.0,848.0,283.0,2014
1600000US0600464,Aguanga,897,463,434,0,87,0,117,0,47,36,194,85,88,167,52,24,54.5,148,704,30,0,0,0,30,50213.0,534.0,367.0,240.0,363.0,2014
1600000US0600478,Ahwahnee,2165,1032,1133,28,176,146,172,161,100,302,144,162,128,291,312,43,44.9,30,2088,0,37,1,0,18,59129.0,2017.0,1751.0,756.0,138.0,2014
1600000US0600535,Airport,1547,807,740,178,140,86,124,102,301,159,227,47,40,108,35,0,30.4,1068,443,36,0,0,0,0,21607.0,1153.0,607.0,643.0,394.0,2014
1600000US0600562,Alameda,75763,36518,39245,4435,4464,4011,3890,4099,10252,12171,12001,4995,5131,5748,3154,1412,40.5,8987,33135,5304,126,23322,499,8485,76439.0,66765.0,55659.0,18867.0,7620.0,2014
1600000US0600618,Alamo,15639,7930,7709,769,975,1413,1337,561,882,1616,2740,1504,1035,1732,808,267,46.3,1030,13029,141,6,923,36,849,163151.0,15314.0,14517.0,3100.0,300.0,2014
1600000US0600674,Albany,19020,9218,9802,1534,1335,1435,1124,854,3118,3142,2457,1282,898,1210,420,211,35.3,2198,9124,1009,44,5266,147,2342,78769.0,17494.0,15847.0,3217.0,1465.0,2014
1600000US0600716,Albion,295,190,105,0,0,0,78,20,22,14,104,0,27,22,1,7,46.2,33,196,3,0,28,0,70,12209.0,214.0,163.0,54.0,81.0,2014
1600000US0600786,Alderpoint,255,215,40,22,0,0,0,0,26,102,0,62,43,0,0,0,38.6,0,255,0,0,0,0,0,32688.0,44.0,22.0,22.0,211.0,2014
1600000US0600884,Alhambra,84400,40739,43661,4252,4145,4084,4841,6206,13316,11113,13061,5937,4754,6676,3806,2209,40.3,29801,8492,1120,138,43484,99,2340,53195.0,69297.0,50015.0,24925.0,14472.0,2014
1600000US0600898,Alhambra Valley,499,286,213,10,9,0,56,13,60,8,91,95,26,29,55,47,55.3,6,457,0,0,27,0,18,62000.0,495.0,442.0,142.0,4.0,2014
1600000US0600947,Aliso Viejo,49437,23511,25926,4213,3145,3442,3168,2485,7314,9098,8750,2525,1787,2521,488,501,36.1,8138,29856,1318,114,7533,2,4460,102325.0,44860.0,41537.0,5647.0,4519.0,2014
1600000US0600982,Alleghany,115,24,91,0,0,0,0,0,0,0,20,61,11,0,0,23,59.6,0,115,0,0,0,0,0,37663.0,115.0,7.0,115.0,0.0,2014
1600000US0600996,Allendale,1613,887,726,34,30,126,95,54,123,210,364,186,211,144,36,0,50.4,311,1080,106,9,45,0,124,123125.0,1496.0,1384.0,273.0,117.0,2014
1600000US0601010,Allensworth,480,232,248,60,51,59,62,28,58,56,62,29,5,5,5,0,20.7,447,6,20,0,5,0,4,25625.0,354.0,77.0,286.0,126.0,2014
1600000US0601094,Almanor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,2014
1600000US0601150,Alondra Park,8833,4178,4655,749,570,687,385,784,1338,1275,944,563,427,689,228,194,34.3,4169,1794,859,0,1696,160,239,55263.0,6490.0,4242.0,2899.0,2323.0,2014
1600000US0601164,Alpaugh,969,514,455,149,105,102,80,69,123,88,168,37,16,15,12,5,23.0,761,183,0,21,0,0,8,26927.0,771.0,258.0,567.0,198.0,2014
1600000US0601192,Alpine,14580,6953,7627,766,616,783,1073,1084,1535,1332,2467,1017,1135,1637,704,431,45.6,2718,11026,188,81,200,18,535,78433.0,13292.0,11019.0,4509.0,1244.0,2014
1600000US0601228,Alpine Village,105,47,58,0,0,3,4,11,15,2,18,13,10,19,0,10,53.8,0,63,0,42,0,0,0,66458.0,76.0,33.0,51.0,29.0,2014
1600000US0601276,Alta,369,169,200,11,4,22,25,17,31,45,48,29,48,55,26,8,49.1,12,357,0,0,0,0,0,55833.0,342.0,274.0,142.0,27.0,2014
1600000US0601290,Altadena,44622,21791,22831,2572,2542,2315,3004,2623,5047,6466,6980,3457,2808,3913,1992,903,41.5,13008,18053,9199,13,2700,22,3098,83917.0,37777.0,30364.0,11871.0,6580.0,2014
1600000US0601360,Alta Sierra,6902,3363,3539,213,330,436,349,307,566,670,870,591,707,1117,496,250,51.7,294,6267,0,0,138,57,292,68792.0,6253.0,5420.0,2427.0,634.0,2014
1600000US0601416,Alto,678,314,364,0,43,21,98,10,0,138,101,111,68,28,41,19,52.4,150,506,0,0,0,0,44,62235.0,678.0,601.0,163.0,0.0,2014
1600000US0601444,Alturas,2714,1290,1424,150,108,271,157,169,281,282,602,89,132,288,148,37,42.5,371,2198,13,43,2,0,174,31087.0,2307.0,1256.0,1430.0,352.0,2014
1600000US0601458,Alum Rock,10992,5541,5451,682,796,941,779,889,1804,1453,1378,627,497,501,454,191,33.2,7930,1226,250,19,1382,3,338,70202.0,8896.0,6033.0,3497.0,1925.0,2014
1600000US0601514,Amador City,164,83,81,14,14,0,2,11,17,12,26,17,26,15,5,5,49.0,11,143,0,5,0,5,0,48750.0,118.0,101.0,37.0,46.0,2014
1600000US0601640,American Canyon,20089,9872,10217,1208,1411,1867,1341,1563,2333,3083,2918,1305,1012,1327,562,159,36.3,5391,5275,1575,31,7002,61,1463,81955.0,17895.0,14544.0,5093.0,2143.0,2014
1600000US0601651,Amesti,3213,1438,1775,213,271,300,306,184,454,277,463,174,171,251,117,32,33.3,2206,877,0,0,52,23,110,48617.0,2670.0,1926.0,1347.0,543.0,2014
1600000US0602000,Anaheim,342973,170957,172016,25415,23978,24929,26074,26399,53061,48572,45949,18526,15721,19238,10598,4513,33.3,181072,92569,7826,444,53212,1089,13040,59707.0,269031.0,181595.0,104696.0,72015.0,2014
1600000US0602028,Anchor Bay,254,132,122,0,0,0,0,0,0,22,68,25,37,75,27,0,64.3,0,243,0,0,0,0,22,34191.0,233.0,137.0,109.0,21.0,2014
1600000US0602042,Anderson,10066,4668,5398,824,636,762,732,760,1550,1294,1261,510,467,577,415,278,33.3,1257,8048,52,179,27,6,994,35225.0,8444.0,4397.0,5092.0,1596.0,2014
1600000US0602112,Angels,3782,1703,2079,253,106,125,192,361,388,282,465,272,337,669,199,133,50.3,515,3147,0,23,15,0,164,55114.0,3286.0,2428.0,1793.0,496.0,2014
1600000US0602168,Angwin,3583,1871,1712,128,116,119,618,819,515,256,312,166,218,179,96,41,24.8,947,1826,169,0,441,35,330,66765.0,3185.0,2885.0,697.0,377.0,2014
1600000US0602210,Antelope,47798,23084,24714,3482,3772,3890,4227,4272,5988,6876,7099,2741,1971,2160,1019,301,32.1,7044,27926,3910,109,5207,640,5536,64122.0,40096.0,30798.0,12990.0,7647.0,2014
1600000US0602252,Antioch,105630,51536,54094,6415,7982,8185,9020,7989,13720,13268,15112,7637,5923,6568,2831,980,34.6,35946,33809,18409,404,10866,698,10775,65770.0,91992.0,68743.0,33096.0,13295.0,2014
1600000US0602294,Anza,2356,1059,1297,239,92,190,39,178,372,164,234,92,301,306,132,17,39.2,672,1483,9,33,0,0,318,39489.0,1996.0,1075.0,1389.0,360.0,2014
1600000US0602364,Apple Valley,70561,34460,36101,4559,4447,5297,5137,5534,8529,7295,9473,4869,3921,6385,3623,1492,37.6,20230,40770,5655,288,2114,0,2923,48337.0,60328.0,38987.0,29273.0,9867.0,2014
1600000US0602378,Aptos,5872,2720,3152,272,313,380,460,509,758,468,905,547,334,627,200,99,41.6,738,4539,111,0,242,20,444,78929.0,5440.0,4870.0,1400.0,432.0,2014
1600000US0602382,Aptos Hills-Larkin Valley,1808,773,1035,132,87,88,116,61,159,173,265,170,179,304,57,17,47.3,327,1447,0,0,19,0,30,74185.0,1705.0,1564.0,406.0,103.0,2014
1600000US0602420,Arbuckle,3009,1467,1542,304,275,206,392,234,354,326,414,123,193,84,104,0,28.4,2355,552,0,0,8,0,188,47639.0,2323.0,1346.0,1105.0,686.0,2014
1600000US0602462,Arcadia,57251,26785,30466,2479,2857,4321,3577,3587,5579,8067,9949,4178,3391,4646,2686,1934,43.2,7286,14302,600,112,33406,83,2706,80147.0,50782.0,41948.0,13471.0,6196.0,2014
1600000US0602476,Arcata,17679,8279,9400,693,434,778,2676,4183,2535,1566,1403,1064,845,760,508,234,25.2,2470,13236,381,543,315,0,1410,30244.0,14292.0,11014.0,4993.0,3339.0,2014
1600000US0602553,Arden-Arcade,92844,43829,49015,6652,5542,5011,4890,6900,13865,10529,12683,6732,5515,6294,5156,3075,38.1,17457,56979,7751,308,5805,177,8237,45750.0,79045.0,57458.0,33239.0,12989.0,2014
1600000US0602700,Armona,3531,1697,1834,203,447,396,342,226,503,511,387,94,125,151,137,9,28.9,2472,620,170,36,149,0,168,38622.0,2724.0,1359.0,1579.0,798.0,2014
1600000US0602770,Arnold,2728,1401,1327,49,32,204,90,53,90,226,650,307,211,587,195,34,54.7,222,2405,0,0,23,0,156,58688.0,2499.0,1870.0,1311.0,229.0,2014
1600000US0602812,Aromas,2677,1351,1326,132,98,155,213,193,344,142,477,374,181,277,81,10,47.0,876,1534,0,51,152,0,128,67019.0,2256.0,1860.0,648.0,421.0,2014
