city,enrollment,vaccinated,s_year,vac_pct,geoid
Live Oak,958.0,818.0,2018,85.38622129436325,1600000US0641936
Livermore,3933.0,3817.0,2018,97.05059750826341,1600000US0641992
Livingston,865.0,834.0,2018,96.41618497109826,1600000US0642006
Lockeford,99.0,94.0,2018,94.94949494949495,1600000US0642104
Lockwood,24.0,22.0,2018,91.66666666666666,1600000US0642146
Lodi,3556.0,3419.0,2018,96.14735658042744,1600000US0642202
Loma Linda,463.0,453.0,2018,97.8401727861771,1600000US0642370
Lomita,1340.0,1299.0,2018,96.94029850746269,1600000US0642468
Lompoc,2197.0,2144.0,2018,97.58761948111061,1600000US0642524
Lone Pine,50.0,46.0,2018,92.0,1600000US0642580
Long Beach,18030.0,17495.0,2018,97.03272323904604,1600000US0643000
Loomis,803.0,764.0,2018,95.14321295143213,1600000US0643140
Los Alamitos,2001.0,1951.0,2018,97.50124937531236,1600000US0643224
Los Alamos,75.0,69.0,2018,92.0,1600000US0643252
Los Altos,2632.0,2541.0,2018,96.54255319148936,1600000US0643280
Los Altos Hills,193.0,181.0,2018,93.78238341968913,1600000US0643294
Los Angeles,144418.0,138631.0,2018,95.99288177374011,1600000US0644000
Los Banos,2286.0,2237.0,2018,97.8565179352581,1600000US0644028
Los Gatos,2688.0,2589.0,2018,96.31696428571429,1600000US0644112
Los Molinos,155.0,147.0,2018,94.83870967741936,1600000US0644140
Los Olivos,85.0,79.0,2018,92.94117647058823,1600000US0644168
Los Osos,409.0,388.0,2018,94.86552567237165,1600000US0644182
Lost Hills,194.0,181.0,2018,93.29896907216495,1600000US0644280
Lower Lake,217.0,204.0,2018,94.00921658986175,1600000US0644350
Loyalton,89.0,80.0,2018,89.8876404494382,1600000US0644364
Lucerne,89.0,83.0,2018,93.25842696629213,1600000US0644406
Lucerne Valley,139.0,130.0,2018,93.5251798561151,1600000US0644420
